method,classifier,rep,auroc_full,auroc_red,aurc_full,aurc_red,tag,auroc_penalty,aurc_penalty,kept_features,k_aggr
mutual_info,logistic,21,0.924614448051948,0.8815949675324675,0.05679727948923699,0.08103368804784462,arcene_keep100,0.04301948051948057,0.024236408558607633,100,25
mutual_info,logistic,22,0.9318181818181819,0.8825081168831169,0.04851944613155253,0.07937181048425712,arcene_keep100,0.04931006493506496,0.030852364352704595,100,25
mutual_info,logistic,23,0.9201501623376624,0.8608969155844156,0.05844067434207276,0.09956277902952786,arcene_keep100,0.059253246753246835,0.0411221046874551,100,25
mutual_info,logistic,24,0.9299918831168831,0.8662743506493507,0.04923016028961014,0.09829516326182494,arcene_keep100,0.06371753246753242,0.0490650029722148,100,25
mutual_info,logistic,25,0.9042207792207791,0.8518668831168832,0.06993562282204216,0.09990894037274879,arcene_keep100,0.05235389610389596,0.029973317550706632,100,25
mutual_info,logistic,26,0.9300933441558442,0.8551136363636364,0.05295150980704148,0.10367741890292981,arcene_keep100,0.07497970779220786,0.050725909095888325,100,25
mutual_info,logistic,27,0.9344561688311689,0.8674918831168831,0.04917092173675314,0.09326863758081391,arcene_keep100,0.06696428571428581,0.044097715844060775,100,25
mutual_info,logistic,28,0.932426948051948,0.8894074675324676,0.048058722554211834,0.0757337389266962,arcene_keep100,0.04301948051948046,0.027675016372484366,100,25
mutual_info,logistic,29,0.9105113636363636,0.8947849025974026,0.06717751488349918,0.07355443514749921,arcene_keep100,0.015726461038961026,0.006376920264000024,100,25
mutual_info,rf,0,0.9393262987012987,0.9328835227272727,0.0377768287431767,0.04336186824476127,arcene_keep100,0.006442775974025983,0.0055850395015845725,100,25
mutual_info,rf,1,0.9388697240259741,0.9121854707792209,0.039716447492349344,0.05414351339753333,arcene_keep100,0.026684253246753276,0.014427065905183986,100,25
